transid,ID,Time Started,Time Finished,Q1_Registration,Q2: Which of the following election years did you vote in at least once? (Select all that apply)_2024 - Presidential Election,Q2: Which of the following election years did you vote in at least once? (Select all that apply)_2022 - Midterm Elections,Q2: Which of the following election years did you vote in at least once? (Select all that apply)_2020 - Presidential Election,Q2: Which of the following election years did you vote in at least once? (Select all that apply)_2018 - Midterm Elections,Q2: Which of the following election years did you vote in at least once? (Select all that apply)_2016 - Presidential Election,Q2: Which of the following election years did you vote in at least once? (Select all that apply)_2014 - Midterm Elections,Q2: Which of the following election years did you vote in at least once? (Select all that apply)_I voted in an election that occurred before the options above,Q2: Which of the following election years did you vote in at least once? (Select all that apply)_I did not vote in any of these elections / wasn't eligible to vote,Q3_Motivation,Q4_PlanCertainty,Q5_OthersVoting,Q8_Recall2024,"Q7: Rank these 10 issues from most important to least important in your view: :: Economy, Jobs & Cost of Living:",Q7: Rank these 10 issues from most important to least important in your view: :: Immigration & Border Security:,"Q7: Rank these 10 issues from most important to least important in your view: :: Crime, Public Safety & Policing:",Q7: Rank these 10 issues from most important to least important in your view: :: Foreign Policy & National Security:,"Q7: Rank these 10 issues from most important to least important in your view: :: Healthcare, Social Security & Medicare:","Q7: Rank these 10 issues from most important to least important in your view: :: Education, Housing & Family Issues:","Q7: Rank these 10 issues from most important to least important in your view: :: Energy, Climate & the Environment:",Q7: Rank these 10 issues from most important to least important in your view: :: Guns & Second Amendment Rights:,"Q7: Rank these 10 issues from most important to least important in your view: :: Civil Rights, Personal Freedoms & Social Issues:","Q7: Rank these 10 issues from most important to least important in your view: :: Political Corruption, Lobbying & Money in Politics:",Q8_PoliticalOutlook,Q10_PrimaryParty,Q16_MidtermVote,Q11_GOP2028Primary,Q12_DEM2028Primary,Q14_GE2028_Vance,"Q17: Based on the issues at hand, which party do you trust more on the following issues: :: Economy, Jobs & Cost of Living:","Q17: Based on the issues at hand, which party do you trust more on the following issues: :: Immigration & Border Security:","Q17: Based on the issues at hand, which party do you trust more on the following issues: :: Crime, Public Safety & Policing:","Q17: Based on the issues at hand, which party do you trust more on the following issues: :: Foreign Policy & National Security:","Q17: Based on the issues at hand, which party do you trust more on the following issues: :: Healthcare, Social Security & Medicare:","Q17: Based on the issues at hand, which party do you trust more on the following issues: :: Education, Housing & Family Issues:","Q17: Based on the issues at hand, which party do you trust more on the following issues: :: Energy, Climate & the Environment:","Q17: Based on the issues at hand, which party do you trust more on the following issues: :: Guns & Second Amendment Rights:","Q17: Based on the issues at hand, which party do you trust more on the following issues: :: Civil Rights, Personal Freedoms & Social Issues:","Q17: Based on the issues at hand, which party do you trust more on the following issues: :: Political Corruption, Lobbying & Money in Politics:",Q18_TrumpApprove,"Q19: Based on President Trump's position as President, rate his approval rating on his handling of each of these issues. :: Economy, Jobs & Cost of Living:","Q19: Based on President Trump's position as President, rate his approval rating on his handling of each of these issues. :: Immigration & Border Security:","Q19: Based on President Trump's position as President, rate his approval rating on his handling of each of these issues. :: Crime, Public Safety & Policing:","Q19: Based on President Trump's position as President, rate his approval rating on his handling of each of these issues. :: Foreign Policy & National Security:","Q19: Based on President Trump's position as President, rate his approval rating on his handling of each of these issues. :: Healthcare, Social Security & Medicare:","Q19: Based on President Trump's position as President, rate his approval rating on his handling of each of these issues. :: Education, Housing & Family Issues:","Q19: Based on President Trump's position as President, rate his approval rating on his handling of each of these issues. :: Energy, Climate & the Environment:","Q19: Based on President Trump's position as President, rate his approval rating on his handling of each of these issues. :: Guns & Second Amendment Rights:","Q19: Based on President Trump's position as President, rate his approval rating on his handling of each of these issues. :: Civil Rights, Personal Freedoms & Social Issues:","Q19: Based on President Trump's position as President, rate his approval rating on his handling of each of these issues. :: Political Corruption, Lobbying & Money in Politics:",Q21_EpsteinApprove,Q20_IranApprove,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: JD Vance:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Mike Johnson:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: John Thune:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Hakeem Jeffries:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Chuck Schumer:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Robert F. Kennedy Jr.:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Marco Rubio:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Ted Cruz:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Tucker Carlson:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Thomas Massie:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Kamala Harris:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Gavin Newsom:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Pete Buttigieg:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Stephen A Smith:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Alexandria Ocasio Cortez (AOC):,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Clavicular :,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Nick Fuentes:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Candace Owens:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Benjamin Netanyahu:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Joe Biden:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Ron DeSantis:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Jeffery Epstein:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Kanye West:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: James Fishback:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Bill Clinton:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Charlie Kirk:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Bernie Sanders:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Barron Trump:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Cory Booker:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Gretchen Whitmer:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Josh Shapiro:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Wes Moore:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Hillary Clinton:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Barack Obama:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Nancy Pelosi:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: John Kiriakou:,Q22: Do you approve or disapprove of the following individuals? Please read each name carefully. :: Zohran Mamdani:,Country,Audience_General Population,Age,TPSI Gender,Household income US,Race,US Zip Code,US Region,US Division,TPSI State,US Statistical Area (CBSA),US County,Employment Status,Education,Region,Party_Detailed,Party,Vote2024_Bucket
3085900171,150865239,2026-03-20 21:33:39,2026-03-20 21:43:22,Yes,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Not Selected,Extremely motivated,"Yes, I know both how and where",All or nearly all,Kamala Harris,5,9,1,10,2,8,3,6,4,7,"Progressive / Socialist Democrat (Healthcare, climate, inequality, student debt)",The Democrat Party,The Democrat Party,,Kamala Harris,"Gavin Newsom, the Democrat",Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Strongly disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Neutral / no opinion,Neutral / no opinion,Strongly approve,Strongly approve,Strongly disapprove,Neutral / no opinion,Neutral / no opinion,Strongly approve,Neutral / no opinion,Strongly approve,Strongly approve,Strongly approve,Neutral / no opinion,Strongly approve,Neutral / no opinion,Neutral / no opinion,Neutral / no opinion,Strongly approve,Strongly approve,Neutral / no opinion,Strongly disapprove,Strongly disapprove,Neutral / no opinion,Strongly approve,Neutral / no opinion,Strongly approve,Strongly disapprove,Strongly approve,Neutral / no opinion,Neutral / no opinion,Neutral / no opinion,Strongly approve,Strongly approve,Strongly approve,Neutral / no opinion,Strongly approve,USA,Selected,45-64,Male,"$60,000 to $64,999",Black/African American,10025,Northeast,Middle Atlantic,New York,35620,"New York, NY (36061)",Temporarily unemployed,Bachelor's degree,Mid-Atlantic,"Progressive / Socialist Democrat (Healthcare, climate, inequality, student debt)",Democrat,Kamala Harris
3085763721,-2043537408,2026-03-20 18:25:17,2026-03-20 18:32:41,Yes,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Not Selected,Extremely motivated,"Yes, I know both how and where",All or nearly all,Kamala Harris,1,10,9,8,2,3,4,7,5,6,"Progressive / Socialist Democrat (Healthcare, climate, inequality, student debt)",The Democrat Party,The Democrat Party,,Gavin Newsom,"Gavin Newsom, the Democrat",Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat approve,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve,Neutral / no opinion,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Neutral / no opinion,Strongly approve,Strongly disapprove,Strongly approve,Neutral / no opinion,Somewhat approve,Strongly approve,Strongly approve,Neutral / no opinion,Strongly approve,Strongly approve,Neutral / no opinion,Neutral / no opinion,Strongly approve,USA,Selected,45-64,Female,"$75,000 to $79,999",White (Non-Hispanic),97222,West,Pacific,Oregon,38900,"Clackamas, OR (41005)",Temporarily unemployed,Some college/Associate's degree,West / Mountain / Pacific,"Progressive / Socialist Democrat (Healthcare, climate, inequality, student debt)",Democrat,Kamala Harris
3085758910,-1275422413,2026-03-20 18:18:43,2026-03-20 18:25:16,Yes,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Not Selected,Extremely motivated,"Yes, I know both how and where",All or nearly all,Donald Trump,10,7,9,6,1,2,3,4,8,5,"Lean Republican Independent (Independent, usually votes Republican)",The Democrat Party,The Republican Party,,Josh Shapiro,"Gavin Newsom, the Democrat",Neither party,Republican Party,Republican Party,Republican Party,Democrat Party,Democrat Party,Republican Party,Republican Party,Democrat Party,Republican Party,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Somewhat approve,Neutral / no opinion,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Neutral / no opinion,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Neutral / no opinion,Strongly disapprove,Neutral / no opinion,Neutral / no opinion,Neutral / no opinion,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Neutral / no opinion,Strongly disapprove,Neutral / no opinion,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat disapprove,Neutral / no opinion,Strongly disapprove,Strongly disapprove,Strongly disapprove,Neutral / no opinion,Strongly disapprove,USA,Selected,45-64,Female,"$45,000 to $49,999",White (Non-Hispanic),71052,South,West South Central,Louisiana,43340,"De Soto, LA (22031)",Employed part-time,Bachelor's degree,Appalachia / South Interior,"Lean Republican Independent (Independent, usually votes Republican)",Independent,Donald Trump
3085763706,948591374,2026-03-20 18:25:15,2026-03-20 18:32:59,Yes,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Not Selected,Extremely motivated,"Yes, I know both how and where",All or nearly all,Kamala Harris,9,10,6,5,7,8,4,3,2,1,"Progressive / Socialist Democrat (Healthcare, climate, inequality, student debt)",The Democrat Party,The Democrat Party,,Gavin Newsom,"Gavin Newsom, the Democrat",Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Neutral / no opinion,Strongly approve,Strongly approve,Strongly approve,Neutral / no opinion,Strongly approve,Neutral / no opinion,Neutral / no opinion,Neutral / no opinion,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Neutral / no opinion,Strongly approve,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly approve,Somewhat approve,Somewhat approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Neutral / no opinion,Somewhat approve,USA,Selected,45-64,Male,Prefer not to answer,White (Non-Hispanic),22305,South,South Atlantic,Virginia,47900,"Alexandria City, VA (51510)",Employed full-time,Postgraduate degree,Southeast Atlantic,"Progressive / Socialist Democrat (Healthcare, climate, inequality, student debt)",Democrat,Kamala Harris
3085764374,-1865357164,2026-03-20 18:26:17,2026-03-20 18:31:58,Yes,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Not Selected,Extremely motivated,"Yes, I know both how and where",All or nearly all,Kamala Harris,2,9,8,10,1,4,3,5,6,7,"Working-Class / Union Democrat (Unions, wages, worker protections)",The Democrat Party,The Democrat Party,,Bernie Sanders,"Gavin Newsom, the Democrat",Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Neither party,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Neutral / no opinion,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Neutral / no opinion,Somewhat approve,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Neutral / no opinion,Somewhat disapprove,Somewhat disapprove,Strongly approve,Neutral / no opinion,Strongly approve,Strongly disapprove,Somewhat approve,Neutral / no opinion,Somewhat approve,Strongly approve,Strongly approve,Neutral / no opinion,Strongly approve,USA,Selected,45-64,Male,"$125,000 to $149,999",Hispanic (Any Race),19145,Northeast,Middle Atlantic,Pennsylvania,37980,"Philadelphia, PA (42101)",Employed full-time,Bachelor's degree,Mid-Atlantic,"Working-Class / Union Democrat (Unions, wages, worker protections)",Democrat,Kamala Harris
3085762740,-1193303848,2026-03-20 18:23:49,2026-03-20 18:30:26,Yes,Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Very motivated,"Yes, I know both how and where",About half,Kamala Harris,4,3,2,5,6,1,8,9,7,10,"Lean Democratic Independent (Independent, usually votes Democratic)",The Democrat Party,The Democrat Party,,Pete Buttigieg,"Gavin Newsom, the Democrat",Democrat Party,Undecided / Not sure,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Undecided / Not sure,Democrat Party,Democrat Party,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Neutral / no opinion,Neutral / no opinion,Neutral / no opinion,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Neutral / no opinion,Strongly approve,Somewhat approve,Strongly approve,Somewhat disapprove,Neutral / no opinion,Neutral / no opinion,Neutral / no opinion,Neutral / no opinion,Neutral / no opinion,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Neutral / no opinion,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Strongly disapprove,Neutral / no opinion,Neutral / no opinion,Neutral / no opinion,Neutral / no opinion,Neutral / no opinion,Somewhat approve,Neutral / no opinion,Neutral / no opinion,Somewhat disapprove,USA,Selected,65+,Female,"$40,000 to $44,999",White (Non-Hispanic),5819,Northeast,New England,Vermont,,"Caledonia, VT (50005)",Retired,High school or less,New England,"Lean Democratic Independent (Independent, usually votes Democratic)",Independent,Kamala Harris
3085904326,145287599,2026-03-20 21:41:33,2026-03-20 21:54:24,Yes,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Not Selected,Extremely motivated,I know one but not the other,All or nearly all,Donald Trump,10,2,3,1,9,8,7,6,5,4,"America First Republican (Borders, national sovereignty, trade, anti-establishment)",The Republican Party,The Republican Party,JD Vance,,"JD Vance, the Republican",Republican Party,Republican Party,Republican Party,Republican Party,Republican Party,Republican Party,Republican Party,Republican Party,Republican Party,Republican Party,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Neutral / no opinion,Strongly approve,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly approve,Strongly approve,Somewhat disapprove,Neutral / no opinion,Strongly disapprove,Strongly disapprove,Strongly disapprove,Neutral / no opinion,Strongly disapprove,Neutral / no opinion,Neutral / no opinion,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly approve,Strongly disapprove,Neutral / no opinion,Neutral / no opinion,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly approve,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Neutral / no opinion,Strongly disapprove,Strongly disapprove,Strongly disapprove,Neutral / no opinion,Strongly disapprove,USA,Selected,65+,Female,"$250,000 to $499,999",White (Non-Hispanic),10028,Northeast,Middle Atlantic,New York,35620,"New York, NY (36061)",Retired,Postgraduate degree,Mid-Atlantic,"America First Republican (Borders, national sovereignty, trade, anti-establishment)",Republican,Donald Trump
3085755779,578408153,2026-03-20 18:14:22,2026-03-20 18:20:22,Yes,Selected,Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Somewhat motivated,"Yes, I know both how and where",About half,Kamala Harris,1,5,4,8,2,9,6,7,10,3,"Working-Class / Union Democrat (Unions, wages, worker protections)",The Democrat Party,The Democrat Party,,Josh Shapiro,"Gavin Newsom, the Democrat",Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Neither party,Strongly disapprove,Strongly disapprove,Strongly disapprove,Neutral / no opinion,Strongly disapprove,Somewhat disapprove,Neutral / no opinion,Neutral / no opinion,Neutral / no opinion,Neutral / no opinion,Strongly disapprove,Neutral / no opinion,Strongly disapprove,Strongly disapprove,Neutral / no opinion,Neutral / no opinion,Neutral / no opinion,Neutral / no opinion,Strongly disapprove,Neutral / no opinion,Neutral / no opinion,Neutral / no opinion,Neutral / no opinion,Somewhat approve,Somewhat approve,Somewhat approve,Neutral / no opinion,Neutral / no opinion,Neutral / no opinion,Neutral / no opinion,Neutral / no opinion,Neutral / no opinion,Somewhat approve,Somewhat disapprove,Strongly disapprove,Neutral / no opinion,Neutral / no opinion,Somewhat approve,Neutral / no opinion,Somewhat approve,Strongly disapprove,Neutral / no opinion,Neutral / no opinion,Somewhat approve,Neutral / no opinion,Strongly approve,Strongly approve,Neutral / no opinion,Neutral / no opinion,Neutral / no opinion,USA,Selected,65+,Female,"$70,000 to $74,999",White (Non-Hispanic),16053,Northeast,Middle Atlantic,Pennsylvania,38300,"Butler, PA (42019)",Employed full-time,Bachelor's degree,Mid-Atlantic,"Working-Class / Union Democrat (Unions, wages, worker protections)",Democrat,Kamala Harris
3085905802,1818981892,2026-03-20 21:44:09,2026-03-20 21:50:03,Yes,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Not Selected,Extremely motivated,I know one but not the other,Most,Kamala Harris,4,9,3,8,5,2,7,6,1,10,"Mainline / Institutional Democrat (Mainstream Democratic policies, steady governance)",The Democrat Party,The Democrat Party,,Josh Shapiro,"Gavin Newsom, the Democrat",Democrat Party,Democrat Party,Democrat Party,Neither party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat disapprove,Neutral / no opinion,Somewhat approve,Somewhat approve,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Neutral / no opinion,Strongly approve,Somewhat approve,Somewhat approve,Neutral / no opinion,Somewhat disapprove,Neutral / no opinion,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Neutral / no opinion,Strongly approve,Strongly disapprove,Somewhat disapprove,Neutral / no opinion,Somewhat approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Somewhat approve,Neutral / no opinion,Strongly disapprove,USA,Selected,45-64,Female,Prefer not to answer,White (Non-Hispanic),28036,South,South Atlantic,North Carolina,16740,"Mecklenburg, NC (37119)",Employed full-time,Postgraduate degree,Southeast Atlantic,"Mainline / Institutional Democrat (Mainstream Democratic policies, steady governance)",Democrat,Kamala Harris
3085901768,399945207,2026-03-20 21:37:15,2026-03-20 21:44:37,Yes,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Extremely motivated,"Yes, I know both how and where",All or nearly all,Kamala Harris,1,8,7,5,4,6,2,3,9,10,"Working-Class / Union Democrat (Unions, wages, worker protections)",The Democrat Party,The Democrat Party,,JB Pritzker,"Gavin Newsom, the Democrat",Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Democrat Party,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Neutral / no opinion,Somewhat approve,Somewhat approve,Somewhat approve,Strongly disapprove,Somewhat approve,Neutral / no opinion,Somewhat approve,Neutral / no opinion,Strongly approve,Somewhat approve,Somewhat approve,Neutral / no opinion,Strongly approve,Neutral / no opinion,Neutral / no opinion,Neutral / no opinion,Somewhat disapprove,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat disapprove,Neutral / no opinion,Somewhat approve,Somewhat disapprove,Strongly approve,Strongly disapprove,Neutral / no opinion,Somewhat approve,Neutral / no opinion,Neutral / no opinion,Strongly approve,Strongly approve,Somewhat approve,Neutral / no opinion,Neutral / no opinion,USA,Selected,65+,Female,"$85,000 to $89,999",White (Non-Hispanic),60174,Midwest,East North Central,Illinois,16980,"Kane, IL (17089)",Self-employed part-time,Some college/Associate's degree,Great Lakes,"Working-Class / Union Democrat (Unions, wages, worker protections)",Democrat,Kamala Harris
